episode,step,r,c,k,e,action,reward,next_action,q_sa_before,q_next,delta,E_current_pair,num_active_traces,sum_traces,q_sa_after,top3_traces(state|action|E)
0,14,3,2,0,36,DOWN,-1.0,RIGHT,0.0,0.0,-1.0,1.0,15,6.7268,-0.2,"(3,2,0,36)|DOWN|0.8910; (4,2,0,37)|UP|0.7939; (3,2,0,38)|RIGHT|0.7073"
0,15,4,2,0,35,RIGHT,-1.0,LEFT,0.0,0.0,-1.0,1.0,16,6.8846,-0.2,"(4,2,0,35)|RIGHT|0.8910; (3,2,0,36)|DOWN|0.7939; (4,2,0,37)|UP|0.7073"
0,16,4,3,0,34,LEFT,-1.0,RIGHT,0.0,0.0,-1.0,1.0,17,7.0252,-0.2,"(4,3,0,34)|LEFT|0.8910; (4,2,0,35)|RIGHT|0.7939; (3,2,0,36)|DOWN|0.7073"
0,17,4,2,0,33,RIGHT,-1.0,UP,0.0,0.0,-1.0,1.0,18,7.1504,-0.2,"(4,2,0,33)|RIGHT|0.8910; (4,3,0,34)|LEFT|0.7939; (4,2,0,35)|RIGHT|0.7073"
0,18,4,3,0,32,UP,-1.0,UP,0.0,0.0,-1.0,1.0,19,7.262,-0.2,"(4,3,0,32)|UP|0.8910; (4,2,0,33)|RIGHT|0.7939; (4,3,0,34)|LEFT|0.7073"
0,19,4,4,0,31,UP,-5.0,UP,0.0,0.0,-5.0,1.0,20,7.3615,-1.0,"(4,4,0,31)|UP|0.8910; (4,3,0,32)|UP|0.7939; (4,2,0,33)|RIGHT|0.7073"
0,20,4,4,0,30,UP,-5.0,RIGHT,0.0,0.0,-5.0,1.0,21,7.4501,-1.0,"(4,4,0,30)|UP|0.8910; (4,4,0,31)|UP|0.7939; (4,3,0,32)|UP|0.7073"
0,21,4,4,0,29,RIGHT,-1.0,DOWN,0.0,0.0,-1.0,1.0,22,7.529,-0.2,"(4,4,0,29)|RIGHT|0.8910; (4,4,0,30)|UP|0.7939; (4,4,0,31)|UP|0.7073"
0,22,5,4,0,28,DOWN,-1.0,UP,0.0,0.0,-1.0,1.0,23,7.5994,-0.2,"(5,4,0,28)|DOWN|0.8910; (4,4,0,29)|RIGHT|0.7939; (4,4,0,30)|UP|0.7073"
0,23,6,4,0,27,UP,-1.0,UP,0.0,0.0,-1.0,1.0,24,7.662,-0.2,"(6,4,0,27)|UP|0.8910; (5,4,0,28)|DOWN|0.7939; (4,4,0,29)|RIGHT|0.7073"
0,24,5,4,0,26,UP,-1.0,DOWN,0.0,0.0,-1.0,1.0,25,7.7179,-0.2,"(5,4,0,26)|UP|0.8910; (6,4,0,27)|UP|0.7939; (5,4,0,28)|DOWN|0.7073"
149999,0,0,0,0,50,RIGHT,-1.0,DOWN,-19.652546,-18.148592,0.68544,1.0,1,0.891,-19.515458,"(0,0,0,50)|RIGHT|0.8910"
149999,1,0,1,0,49,DOWN,-1.0,DOWN,-18.148592,-15.969647,1.338641,1.0,2,1.6849,-17.880864,"(0,1,0,49)|DOWN|0.8910; (0,0,0,50)|RIGHT|0.7939"
149999,2,1,1,0,48,DOWN,-1.0,DOWN,-15.969647,-14.467137,0.647181,1.0,3,2.3922,-15.840211,"(1,1,0,48)|DOWN|0.8910; (0,1,0,49)|DOWN|0.7939; (0,0,0,50)|RIGHT|0.7073"
149999,3,2,1,0,47,DOWN,-1.0,RIGHT,-14.467137,-19.674371,-6.01049,1.0,4,3.0225,-15.669235,"(2,1,0,47)|DOWN|0.8910; (1,1,0,48)|DOWN|0.7939; (0,1,0,49)|DOWN|0.7073"
149999,4,3,1,0,46,RIGHT,-1.0,DOWN,-19.674371,-15.104895,3.720525,1.0,5,3.584,-18.930266,"(3,1,0,46)|RIGHT|0.8910; (2,1,0,47)|DOWN|0.7939; (1,1,0,48)|DOWN|0.7073"
149999,5,3,2,0,45,DOWN,-1.0,UP,-15.104895,-14.221808,0.025305,1.0,6,4.0844,-15.099834,"(3,2,0,45)|DOWN|0.8910; (3,1,0,46)|RIGHT|0.7939; (2,1,0,47)|DOWN|0.7073"
149999,6,4,2,0,44,UP,-1.0,RIGHT,-14.221808,-9.648655,3.669639,1.0,7,4.5302,-13.48788,"(4,2,0,44)|UP|0.8910; (3,2,0,45)|DOWN|0.7939; (3,1,0,46)|RIGHT|0.7073"
149999,7,3,2,0,43,RIGHT,-1.0,UP,-9.648655,-8.566997,0.167327,1.0,8,4.9274,-9.615189,"(3,2,0,43)|RIGHT|0.8910; (4,2,0,44)|UP|0.7939; (3,2,0,45)|DOWN|0.7073"
149999,8,3,3,0,42,UP,-1.0,UP,-8.566997,-7.509714,0.132381,1.0,9,5.2813,-8.540521,"(3,3,0,42)|UP|0.8910; (3,2,0,43)|RIGHT|0.7939; (4,2,0,44)|UP|0.7073"
149999,9,2,3,0,41,UP,-1.0,RIGHT,-7.509714,-5.870709,0.697712,1.0,10,5.5966,-7.370171,"(2,3,0,41)|UP|0.8910; (3,3,0,42)|UP|0.7939; (3,2,0,43)|RIGHT|0.7073"
149999,10,1,3,0,40,RIGHT,-1.0,RIGHT,-5.870709,-4.020828,0.890089,1.0,11,5.8776,-5.692691,"(1,3,0,40)|RIGHT|0.8910; (2,3,0,41)|UP|0.7939; (3,3,0,42)|UP|0.7073"
149999,11,1,4,0,39,RIGHT,-1.0,RIGHT,-4.020828,-2.034959,1.006219,1.0,12,6.1279,-3.819584,"(1,4,0,39)|RIGHT|0.8910; (1,3,0,40)|RIGHT|0.7939; (2,3,0,41)|UP|0.7073"
149999,12,1,5,0,38,RIGHT,-1.0,UP,-2.034959,0.617859,1.646639,1.0,13,6.351,-1.705631,"(1,5,0,38)|RIGHT|0.8910; (1,4,0,39)|RIGHT|0.7939; (1,3,0,40)|RIGHT|0.7073"
149999,13,1,6,0,37,UP,-1.0,RIGHT,0.617859,-0.421706,-2.035348,1.0,14,6.5497,0.21079,"(1,6,0,37)|UP|0.8910; (1,5,0,38)|RIGHT|0.7939; (1,4,0,39)|RIGHT|0.7073"
149999,14,1,5,0,36,RIGHT,-1.0,RIGHT,-0.421706,-1.983944,-2.542399,1.0,15,6.7268,-0.930185,"(1,5,0,36)|RIGHT|0.8910; (1,6,0,37)|UP|0.7939; (1,5,0,38)|RIGHT|0.7073"
149999,15,0,5,0,35,RIGHT,-1.0,UP,-1.983944,-2.108211,-1.103185,1.0,16,6.8846,-2.204581,"(0,5,0,35)|RIGHT|0.8910; (1,5,0,36)|RIGHT|0.7939; (1,6,0,37)|UP|0.7073"
149999,16,1,5,0,34,UP,-1.0,DOWN,-2.108211,-1.365481,-0.243615,1.0,17,7.0252,-2.156934,"(1,5,0,34)|UP|0.8910; (0,5,0,35)|RIGHT|0.7939; (1,5,0,36)|RIGHT|0.7073"
149999,17,0,5,0,33,DOWN,-1.0,RIGHT,-1.365481,0.76302,1.120871,1.0,18,7.1504,-1.141307,"(0,5,0,33)|DOWN|0.8910; (1,5,0,34)|UP|0.7939; (0,5,0,35)|RIGHT|0.7073"
149999,18,0,6,0,32,RIGHT,-5.0,RIGHT,0.76302,3.97756,-1.825235,1.0,19,7.262,0.397973,"(0,6,0,32)|RIGHT|0.8910; (0,5,0,33)|DOWN|0.7939; (1,5,0,34)|UP|0.7073"
149999,19,0,6,0,31,RIGHT,-1.0,RIGHT,3.97756,5.904337,0.867734,1.0,20,7.3615,4.151107,"(0,6,0,31)|RIGHT|0.8910; (0,6,0,32)|RIGHT|0.7939; (0,5,0,33)|DOWN|0.7073"
149999,20,0,7,0,30,RIGHT,-1.0,RIGHT,5.904337,7.300188,0.322849,1.0,21,7.4501,5.968907,"(0,7,0,30)|RIGHT|0.8910; (0,6,0,31)|RIGHT|0.7939; (0,6,0,32)|RIGHT|0.7073"
149999,21,0,8,0,29,RIGHT,-1.0,RIGHT,7.300188,8.70483,0.317594,1.0,22,7.529,7.363707,"(0,8,0,29)|RIGHT|0.8910; (0,7,0,30)|RIGHT|0.7939; (0,6,0,31)|RIGHT|0.7073"
149999,22,0,9,0,28,RIGHT,49.0,LEFT,8.70483,-40.118457,0.577897,1.0,23,7.5994,8.82041,"(0,9,0,28)|RIGHT|0.8910; (0,8,0,29)|RIGHT|0.7939; (0,7,0,30)|RIGHT|0.7073"
149999,23,0,10,1,27,LEFT,-1.0,DOWN,-40.118457,-39.293705,0.217689,1.0,24,7.662,-40.07492,"(0,10,1,27)|LEFT|0.8910; (0,9,0,28)|RIGHT|0.7939; (0,8,0,29)|RIGHT|0.7073"
149999,24,0,9,1,26,DOWN,-1.0,UP,-39.293705,-39.593839,-0.904195,1.0,25,7.7179,-39.474544,"(0,9,1,26)|DOWN|0.8910; (0,10,1,27)|LEFT|0.7939; (0,9,0,28)|RIGHT|0.7073"
