episode,epsilon,total_reward,steps,success,wall_hits,penalty_entries,key_obtained,energy_left,end_event,active_traces_max
1777,0.9566,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1778,0.9566,-102.0,50,0,8,0,0,0,ENERGY_DEPLETED,8
1779,0.9566,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED,8
1780,0.9565,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1781,0.9565,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1782,0.9565,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1783,0.9565,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1784,0.9564,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1785,0.9564,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED,8
1786,0.9564,-134.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1787,0.9564,-114.0,50,0,10,0,0,0,ENERGY_DEPLETED,8
1788,0.9563,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1789,0.9563,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1790,0.9563,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1791,0.9563,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1792,0.9562,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1793,0.9562,-98.0,50,0,7,0,0,0,ENERGY_DEPLETED,8
1794,0.9562,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1795,0.9562,-134.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1796,0.9562,-130.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1797,0.9561,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1798,0.9561,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1799,0.9561,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1800,0.9561,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED,8
1801,0.956,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1802,0.956,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1803,0.956,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1804,0.956,-110.0,50,0,10,0,0,0,ENERGY_DEPLETED,8
1805,0.9559,-110.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1806,0.9559,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1807,0.9559,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1808,0.9559,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED,8
1809,0.9558,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1810,0.9558,-90.0,50,0,5,0,0,0,ENERGY_DEPLETED,8
1811,0.9558,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1812,0.9558,-110.0,50,0,10,0,0,0,ENERGY_DEPLETED,8
1813,0.9557,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1814,0.9557,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1815,0.9557,-126.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1816,0.9557,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1817,0.9557,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1818,0.9556,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1819,0.9556,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1820,0.9556,-90.0,50,0,4,0,0,0,ENERGY_DEPLETED,8
1821,0.9556,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1822,0.9555,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1823,0.9555,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1824,0.9555,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED,8
1825,0.9555,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1826,0.9554,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED,8
1827,0.9554,-94.0,50,0,6,0,0,0,ENERGY_DEPLETED,8
1828,0.9554,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1829,0.9554,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1830,0.9553,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1831,0.9553,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1832,0.9553,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1833,0.9553,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1834,0.9552,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1835,0.9552,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1836,0.9552,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1837,0.9552,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED,8
1838,0.9552,-64.0,50,0,11,0,1,0,ENERGY_DEPLETED,8
1839,0.9551,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1840,0.9551,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1841,0.9551,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1842,0.9551,-162.0,50,0,23,0,0,0,ENERGY_DEPLETED,8
1843,0.955,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1844,0.955,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1845,0.955,-110.0,50,0,10,0,0,0,ENERGY_DEPLETED,8
1846,0.955,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1847,0.9549,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1848,0.9549,-138.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1849,0.9549,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1850,0.9549,-126.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1851,0.9548,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1852,0.9548,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1853,0.9548,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1854,0.9548,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1855,0.9547,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1856,0.9547,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1857,0.9547,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1858,0.9547,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1859,0.9547,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1860,0.9546,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1861,0.9546,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1862,0.9546,-130.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1863,0.9546,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1864,0.9545,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1865,0.9545,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1866,0.9545,-134.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1867,0.9545,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED,8
1868,0.9544,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1869,0.9544,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1870,0.9544,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1871,0.9544,-126.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1872,0.9543,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1873,0.9543,-158.0,50,0,21,0,0,0,ENERGY_DEPLETED,8
1874,0.9543,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1875,0.9543,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1876,0.9542,-110.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1877,0.9542,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1878,0.9542,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1879,0.9542,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1880,0.9542,-110.0,50,0,10,0,0,0,ENERGY_DEPLETED,8
1881,0.9541,-138.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1882,0.9541,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1883,0.9541,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1884,0.9541,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1885,0.954,-158.0,50,0,21,0,0,0,ENERGY_DEPLETED,8
1886,0.954,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1887,0.954,-110.0,50,0,10,0,0,0,ENERGY_DEPLETED,8
1888,0.954,-158.0,50,0,22,0,0,0,ENERGY_DEPLETED,8
1889,0.9539,-76.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1890,0.9539,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1891,0.9539,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1892,0.9539,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1893,0.9538,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1894,0.9538,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1895,0.9538,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1896,0.9538,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1897,0.9537,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1898,0.9537,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1899,0.9537,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1900,0.9537,-110.0,50,0,10,0,0,0,ENERGY_DEPLETED,8
1901,0.9537,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1902,0.9536,-166.0,50,0,24,0,0,0,ENERGY_DEPLETED,8
1903,0.9536,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1904,0.9536,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1905,0.9536,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1906,0.9535,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED,8
1907,0.9535,-102.0,50,0,8,0,0,0,ENERGY_DEPLETED,8
1908,0.9535,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1909,0.9535,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1910,0.9534,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1911,0.9534,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1912,0.9534,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1913,0.9534,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1914,0.9533,-90.0,50,0,5,0,0,0,ENERGY_DEPLETED,8
1915,0.9533,-110.0,50,0,10,0,0,0,ENERGY_DEPLETED,8
1916,0.9533,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1917,0.9533,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1918,0.9532,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1919,0.9532,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1920,0.9532,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1921,0.9532,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1922,0.9532,-68.0,50,0,12,0,1,0,ENERGY_DEPLETED,8
1923,0.9531,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1924,0.9531,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1925,0.9531,-134.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1926,0.9531,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1927,0.953,-102.0,50,0,8,0,0,0,ENERGY_DEPLETED,8
1928,0.953,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1929,0.953,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1930,0.953,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1931,0.9529,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1932,0.9529,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1933,0.9529,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1934,0.9529,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1935,0.9528,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1936,0.9528,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1937,0.9528,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1938,0.9528,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1939,0.9527,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1940,0.9527,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1941,0.9527,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1942,0.9527,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1943,0.9527,-126.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1944,0.9526,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1945,0.9526,-102.0,50,0,8,0,0,0,ENERGY_DEPLETED,8
1946,0.9526,-130.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1947,0.9526,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1948,0.9525,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1949,0.9525,-150.0,50,0,20,0,0,0,ENERGY_DEPLETED,8
1950,0.9525,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1951,0.9525,-142.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1952,0.9524,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1953,0.9524,-102.0,50,0,8,0,0,0,ENERGY_DEPLETED,8
1954,0.9524,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1955,0.9524,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1956,0.9523,-138.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1957,0.9523,-126.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1958,0.9523,-126.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1959,0.9523,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1960,0.9522,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1961,0.9522,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1962,0.9522,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1963,0.9522,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1964,0.9522,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1965,0.9521,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1966,0.9521,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1967,0.9521,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1968,0.9521,-154.0,50,0,21,0,0,0,ENERGY_DEPLETED,8
1969,0.952,-130.0,50,0,15,0,0,0,ENERGY_DEPLETED,8
1970,0.952,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1971,0.952,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1972,0.952,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1973,0.9519,-118.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1974,0.9519,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1975,0.9519,-126.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1976,0.9519,-166.0,50,0,23,0,0,0,ENERGY_DEPLETED,8
1977,0.9518,-114.0,50,0,11,0,0,0,ENERGY_DEPLETED,8
1978,0.9518,-146.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1979,0.9518,-98.0,50,0,7,0,0,0,ENERGY_DEPLETED,8
1980,0.9518,-126.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1981,0.9517,-166.0,50,0,23,0,0,0,ENERGY_DEPLETED,8
1982,0.9517,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1983,0.9517,-138.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1984,0.9517,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1985,0.9517,-106.0,50,0,9,0,0,0,ENERGY_DEPLETED,8
1986,0.9516,-146.0,50,0,18,0,0,0,ENERGY_DEPLETED,8
1987,0.9516,-98.0,50,0,7,0,0,0,ENERGY_DEPLETED,8
1988,0.9516,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1989,0.9516,-142.0,50,0,17,0,0,0,ENERGY_DEPLETED,8
1990,0.9515,-150.0,50,0,19,0,0,0,ENERGY_DEPLETED,8
1991,0.9515,-130.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1992,0.9515,-174.0,50,0,25,0,0,0,ENERGY_DEPLETED,8
1993,0.9515,-162.0,50,0,22,0,0,0,ENERGY_DEPLETED,8
1994,0.9514,-118.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
1995,0.9514,-130.0,50,0,14,0,0,0,ENERGY_DEPLETED,8
1996,0.9514,-122.0,50,0,13,0,0,0,ENERGY_DEPLETED,8
1997,0.9514,-134.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1998,0.9513,-138.0,50,0,16,0,0,0,ENERGY_DEPLETED,8
1999,0.9513,-122.0,50,0,12,0,0,0,ENERGY_DEPLETED,8
