episode,step,r,c,k,e,action,reward,next_action,q_sa_before,q_next,delta,E_current_pair,num_active_traces,sum_traces,q_sa_after,top3_traces(state|action|E)
149999,2,1,1,0,48,UP,-1.0,RIGHT,22.957479,28.448978,4.207009,1.0,3,1.7032,23.798881,"(1,1,0,48)|UP|0.7425; (0,1,0,49)|DOWN|0.5513; (0,0,0,50)|RIGHT|0.4093"
149999,3,0,1,0,47,RIGHT,-1.0,RIGHT,28.448978,41.840696,11.97331,1.0,4,2.0071,30.84364,"(0,1,0,47)|RIGHT|0.7425; (1,1,0,48)|UP|0.5513; (0,1,0,49)|DOWN|0.4093"
149999,4,0,2,0,46,RIGHT,-1.0,DOWN,41.840696,45.919726,2.619833,1.0,5,2.2328,42.364662,"(0,2,0,46)|RIGHT|0.7425; (0,1,0,47)|RIGHT|0.5513; (1,1,0,48)|UP|0.4093"
149999,5,0,3,0,45,DOWN,-1.0,UP,45.919726,38.482122,-8.822426,1.0,6,2.4003,44.155241,"(0,3,0,45)|DOWN|0.7425; (0,2,0,46)|RIGHT|0.5513; (0,1,0,47)|RIGHT|0.4093"
149999,6,1,3,0,44,UP,-1.0,DOWN,38.482122,36.897663,-2.953436,1.0,7,2.5247,37.891435,"(1,3,0,44)|UP|0.7425; (0,3,0,45)|DOWN|0.5513; (0,2,0,46)|RIGHT|0.4093"
149999,7,0,3,0,43,DOWN,-1.0,RIGHT,36.897663,39.339406,1.048349,1.0,8,2.6171,37.107332,"(0,3,0,43)|DOWN|0.7425; (1,3,0,44)|UP|0.5513; (0,3,0,45)|DOWN|0.4093"
149999,8,1,3,0,42,RIGHT,-1.0,RIGHT,39.339406,46.146311,5.345442,1.0,9,2.6857,40.408494,"(1,3,0,42)|RIGHT|0.7425; (0,3,0,43)|DOWN|0.5513; (1,3,0,44)|UP|0.4093"
149999,9,1,4,0,41,RIGHT,-1.0,RIGHT,46.146311,48.126631,0.499054,1.0,10,2.7366,46.246122,"(1,4,0,41)|RIGHT|0.7425; (1,3,0,42)|RIGHT|0.5513; (0,3,0,43)|DOWN|0.4093"
149999,10,1,5,0,40,RIGHT,-1.0,RIGHT,48.126631,51.289879,1.650349,1.0,11,2.7745,48.456701,"(1,5,0,40)|RIGHT|0.7425; (1,4,0,41)|RIGHT|0.5513; (1,3,0,42)|RIGHT|0.4093"
149999,11,1,6,0,39,RIGHT,-1.0,RIGHT,51.289879,57.7377,4.870445,1.0,12,2.8025,52.263968,"(1,6,0,39)|RIGHT|0.7425; (1,5,0,40)|RIGHT|0.5513; (1,4,0,41)|RIGHT|0.4093"
149999,12,1,7,0,38,RIGHT,-1.0,RIGHT,57.7377,62.979379,3.611885,1.0,13,2.8234,58.460077,"(1,7,0,38)|RIGHT|0.7425; (1,6,0,39)|RIGHT|0.5513; (1,5,0,40)|RIGHT|0.4093"
149999,13,1,8,0,37,RIGHT,-1.0,RIGHT,62.979379,65.873052,1.234943,1.0,14,2.8389,63.226368,"(1,8,0,37)|RIGHT|0.7425; (1,7,0,38)|RIGHT|0.5513; (1,6,0,39)|RIGHT|0.4093"
149999,14,0,8,0,36,RIGHT,-5.0,RIGHT,65.873052,66.131625,-5.402743,1.0,15,2.8504,64.792504,"(0,8,0,36)|RIGHT|0.7425; (1,8,0,37)|RIGHT|0.5513; (1,7,0,38)|RIGHT|0.4093"
149999,15,0,8,0,35,RIGHT,-1.0,RIGHT,66.131625,58.261584,-9.452657,1.0,16,2.8589,64.241094,"(0,8,0,35)|RIGHT|0.7425; (0,8,0,36)|RIGHT|0.5513; (1,8,0,37)|RIGHT|0.4093"
149999,16,1,8,0,34,RIGHT,-1.0,UP,58.261584,62.845637,2.955597,1.0,17,2.8652,58.852703,"(1,8,0,34)|RIGHT|0.7425; (0,8,0,35)|RIGHT|0.5513; (0,8,0,36)|RIGHT|0.4093"
149999,17,1,9,0,33,UP,-1.0,LEFT,62.845637,57.225578,-7.192315,1.0,18,2.8699,61.407174,"(1,9,0,33)|UP|0.7425; (1,8,0,34)|RIGHT|0.5513; (0,8,0,35)|RIGHT|0.4093"
149999,18,1,10,0,32,LEFT,49.0,DOWN,57.225578,21.406726,12.96708,1.0,19,2.8734,59.818994,"(1,10,0,32)|LEFT|0.7425; (1,9,0,33)|UP|0.5513; (1,8,0,34)|RIGHT|0.4093"
149999,19,0,10,1,31,DOWN,-1.0,RIGHT,21.406726,22.764988,0.130612,1.0,20,2.876,21.432848,"(0,10,1,31)|DOWN|0.7425; (1,10,0,32)|LEFT|0.5513; (1,9,0,33)|UP|0.4093"
149999,20,1,10,1,30,RIGHT,-1.0,DOWN,22.764988,24.529854,0.519568,1.0,21,2.8779,22.868901,"(1,10,1,30)|RIGHT|0.7425; (0,10,1,31)|DOWN|0.5513; (1,10,0,32)|LEFT|0.4093"
149999,21,1,11,1,29,DOWN,-1.0,RIGHT,24.529854,30.886209,5.047493,1.0,22,2.8794,25.539352,"(1,11,1,29)|DOWN|0.7425; (1,10,1,30)|RIGHT|0.5513; (0,10,1,31)|DOWN|0.4093"
149999,22,2,11,1,28,RIGHT,-1.0,DOWN,30.886209,34.906731,2.671455,1.0,23,2.8804,31.4205,"(2,11,1,28)|RIGHT|0.7425; (1,11,1,29)|DOWN|0.5513; (1,10,1,30)|RIGHT|0.4093"
149999,23,2,12,1,27,DOWN,-1.0,DOWN,34.906731,38.907054,2.611252,1.0,24,2.8812,35.428981,"(2,12,1,27)|DOWN|0.7425; (2,11,1,28)|RIGHT|0.5513; (1,11,1,29)|DOWN|0.4093"
149999,24,3,12,1,26,DOWN,-1.0,RIGHT,38.907054,47.13471,6.756309,1.0,25,2.8818,40.258316,"(3,12,1,26)|DOWN|0.7425; (2,12,1,27)|DOWN|0.5513; (2,11,1,28)|RIGHT|0.4093"
