episode,step,r,c,k,e,action,reward,next_action,q_sa_before,q_next,delta,E_current_pair,num_active_traces,sum_traces,q_sa_after,top3_traces(state|action|E)
0,11,4,2,0,39,UP,-1.0,RIGHT,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(4,2,0,39)|UP|0.2970; (3,2,0,40)|DOWN|0.0882; (2,2,0,41)|DOWN|0.0262"
0,12,3,2,0,38,RIGHT,-1.0,UP,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(3,2,0,38)|RIGHT|0.2970; (4,2,0,39)|UP|0.0882; (3,2,0,40)|DOWN|0.0262"
0,13,4,2,0,37,UP,-1.0,DOWN,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(4,2,0,37)|UP|0.2970; (3,2,0,38)|RIGHT|0.0882; (4,2,0,39)|UP|0.0262"
0,14,3,2,0,36,DOWN,-1.0,RIGHT,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(3,2,0,36)|DOWN|0.2970; (4,2,0,37)|UP|0.0882; (3,2,0,38)|RIGHT|0.0262"
0,15,4,2,0,35,RIGHT,-1.0,LEFT,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(4,2,0,35)|RIGHT|0.2970; (3,2,0,36)|DOWN|0.0882; (4,2,0,37)|UP|0.0262"
0,16,4,3,0,34,LEFT,-1.0,RIGHT,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(4,3,0,34)|LEFT|0.2970; (4,2,0,35)|RIGHT|0.0882; (3,2,0,36)|DOWN|0.0262"
0,17,4,2,0,33,RIGHT,-1.0,UP,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(4,2,0,33)|RIGHT|0.2970; (4,3,0,34)|LEFT|0.0882; (4,2,0,35)|RIGHT|0.0262"
0,18,4,3,0,32,UP,-1.0,UP,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(4,3,0,32)|UP|0.2970; (4,2,0,33)|RIGHT|0.0882; (4,3,0,34)|LEFT|0.0262"
0,19,4,4,0,31,UP,-5.0,UP,0.0,0.0,-5.0,1.0,8,0.4224,-1.0,"(4,4,0,31)|UP|0.2970; (4,3,0,32)|UP|0.0882; (4,2,0,33)|RIGHT|0.0262"
0,20,4,4,0,30,UP,-5.0,RIGHT,0.0,0.0,-5.0,1.0,8,0.4224,-1.0,"(4,4,0,30)|UP|0.2970; (4,4,0,31)|UP|0.0882; (4,3,0,32)|UP|0.0262"
0,21,4,4,0,29,RIGHT,-1.0,DOWN,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(4,4,0,29)|RIGHT|0.2970; (4,4,0,30)|UP|0.0882; (4,4,0,31)|UP|0.0262"
0,22,5,4,0,28,DOWN,-1.0,UP,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(5,4,0,28)|DOWN|0.2970; (4,4,0,29)|RIGHT|0.0882; (4,4,0,30)|UP|0.0262"
0,23,6,4,0,27,UP,-1.0,UP,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(6,4,0,27)|UP|0.2970; (5,4,0,28)|DOWN|0.0882; (4,4,0,29)|RIGHT|0.0262"
0,24,5,4,0,26,UP,-1.0,DOWN,0.0,0.0,-1.0,1.0,8,0.4224,-0.2,"(5,4,0,26)|UP|0.2970; (6,4,0,27)|UP|0.0882; (5,4,0,28)|DOWN|0.0262"
149999,0,0,0,0,50,RIGHT,-1.0,RIGHT,36.242116,37.728543,0.109141,1.0,1,0.297,36.263945,"(0,0,0,50)|RIGHT|0.2970"
149999,1,0,1,0,49,RIGHT,-1.0,RIGHT,37.728543,43.706013,4.540409,1.0,2,0.3852,38.636625,"(0,1,0,49)|RIGHT|0.2970; (0,0,0,50)|RIGHT|0.0882"
149999,2,0,2,0,48,RIGHT,-1.0,DOWN,43.706013,45.672731,0.509991,1.0,3,0.4114,43.808011,"(0,2,0,48)|RIGHT|0.2970; (0,1,0,49)|RIGHT|0.0882; (0,0,0,50)|RIGHT|0.0262"
149999,3,0,3,0,47,DOWN,-1.0,RIGHT,45.672731,47.223862,0.078892,1.0,4,0.4192,45.68851,"(0,3,0,47)|DOWN|0.2970; (0,2,0,48)|RIGHT|0.0882; (0,1,0,49)|RIGHT|0.0262"
149999,4,1,3,0,46,RIGHT,-1.0,RIGHT,47.223862,49.453825,0.735425,1.0,5,0.4215,47.370947,"(1,3,0,46)|RIGHT|0.2970; (0,3,0,47)|DOWN|0.0882; (0,2,0,48)|RIGHT|0.0262"
149999,5,1,4,0,45,RIGHT,-1.0,UP,49.453825,52.676439,1.69585,1.0,6,0.4222,49.792995,"(1,4,0,45)|RIGHT|0.2970; (1,3,0,46)|RIGHT|0.0882; (0,3,0,47)|DOWN|0.0262"
149999,6,1,5,0,44,UP,-1.0,DOWN,52.676439,54.440536,0.219692,1.0,7,0.4224,52.720378,"(1,5,0,44)|UP|0.2970; (1,4,0,45)|RIGHT|0.0882; (1,3,0,46)|RIGHT|0.0262"
149999,7,0,5,0,43,DOWN,-1.0,UP,54.440536,56.301782,0.298228,1.0,8,0.4224,54.500182,"(0,5,0,43)|DOWN|0.2970; (1,5,0,44)|UP|0.0882; (1,4,0,45)|RIGHT|0.0262"
149999,8,1,5,0,42,UP,-1.0,RIGHT,56.301782,58.127789,0.244729,1.0,8,0.4224,56.350728,"(1,5,0,42)|UP|0.2970; (0,5,0,43)|DOWN|0.0882; (1,5,0,44)|UP|0.0262"
149999,9,0,5,0,41,RIGHT,-1.0,RIGHT,58.127789,60.126118,0.397069,1.0,8,0.4224,58.207202,"(0,5,0,41)|RIGHT|0.2970; (1,5,0,42)|UP|0.0882; (0,5,0,43)|DOWN|0.0262"
149999,10,0,6,0,40,RIGHT,-1.0,DOWN,60.126118,62.977839,1.221942,1.0,8,0.4224,60.370507,"(0,6,0,40)|RIGHT|0.2970; (0,5,0,41)|RIGHT|0.0882; (1,5,0,42)|UP|0.0262"
149999,11,0,7,0,39,DOWN,-1.0,UP,62.977839,64.685598,0.060903,1.0,8,0.4224,62.99002,"(0,7,0,39)|DOWN|0.2970; (0,6,0,40)|RIGHT|0.0882; (0,5,0,41)|RIGHT|0.0262"
149999,12,1,7,0,38,UP,-1.0,RIGHT,64.685598,66.57289,0.221563,1.0,8,0.4224,64.729911,"(1,7,0,38)|UP|0.2970; (0,7,0,39)|DOWN|0.0882; (0,6,0,40)|RIGHT|0.0262"
149999,13,0,7,0,37,RIGHT,-5.0,RIGHT,66.57289,68.362536,-3.893979,1.0,8,0.4224,65.794094,"(0,7,0,37)|RIGHT|0.2970; (1,7,0,38)|UP|0.0882; (0,7,0,39)|DOWN|0.0262"
149999,14,0,7,0,36,RIGHT,-5.0,RIGHT,68.362536,67.180037,-6.854299,1.0,8,0.4224,66.991676,"(0,7,0,36)|RIGHT|0.2970; (0,7,0,37)|RIGHT|0.0882; (1,7,0,38)|UP|0.0262"
149999,15,0,7,0,35,RIGHT,-1.0,RIGHT,67.180037,62.577506,-6.228307,1.0,8,0.4224,65.934376,"(0,7,0,35)|RIGHT|0.2970; (0,7,0,36)|RIGHT|0.0882; (0,7,0,37)|RIGHT|0.0262"
149999,16,1,7,0,34,RIGHT,-1.0,UP,62.577506,60.823635,-3.362107,1.0,8,0.4224,61.905085,"(1,7,0,34)|RIGHT|0.2970; (0,7,0,35)|RIGHT|0.0882; (0,7,0,36)|RIGHT|0.0262"
149999,17,1,8,0,33,UP,-1.0,UP,60.823635,66.982182,4.488724,1.0,8,0.4224,61.72138,"(1,8,0,33)|UP|0.2970; (1,7,0,34)|RIGHT|0.0882; (0,7,0,35)|RIGHT|0.0262"
149999,18,1,9,0,32,UP,-1.0,UP,66.982182,56.167688,-12.376171,1.0,8,0.4224,64.506947,"(1,9,0,32)|UP|0.2970; (1,8,0,33)|UP|0.0882; (1,7,0,34)|RIGHT|0.0262"
149999,19,1,8,0,31,UP,-1.0,RIGHT,56.167688,58.166896,0.41754,1.0,8,0.4224,56.251196,"(1,8,0,31)|UP|0.2970; (1,9,0,32)|UP|0.0882; (1,8,0,33)|UP|0.0262"
149999,20,0,8,0,30,RIGHT,-1.0,RIGHT,58.166896,64.808063,4.993085,1.0,8,0.4224,59.165514,"(0,8,0,30)|RIGHT|0.2970; (1,8,0,31)|UP|0.0882; (1,9,0,32)|UP|0.0262"
149999,21,0,9,0,29,RIGHT,49.0,RIGHT,64.808063,19.543646,3.540147,1.0,8,0.4224,65.516092,"(0,9,0,29)|RIGHT|0.2970; (0,8,0,30)|RIGHT|0.0882; (1,8,0,31)|UP|0.0262"
149999,22,0,10,1,28,RIGHT,-1.0,LEFT,19.543646,6.347222,-14.259897,1.0,8,0.4224,16.691667,"(0,10,1,28)|RIGHT|0.2970; (0,9,0,29)|RIGHT|0.0882; (0,8,0,30)|RIGHT|0.0262"
149999,23,0,11,1,27,LEFT,-1.0,RIGHT,6.347222,7.324655,-0.095814,1.0,8,0.4224,6.328059,"(0,11,1,27)|LEFT|0.2970; (0,10,1,28)|RIGHT|0.0882; (0,9,0,29)|RIGHT|0.0262"
149999,24,0,10,1,26,RIGHT,-1.0,DOWN,7.324655,9.968984,1.544639,1.0,8,0.4224,7.633583,"(0,10,1,26)|RIGHT|0.2970; (0,11,1,27)|LEFT|0.0882; (0,10,1,28)|RIGHT|0.0262"
