episode,step,r,c,k,e,action,reward,next_action,q_sa_before,q_next,delta,E_current_pair,num_active_traces,sum_traces,q_sa_after,top3_traces(state|action|E)
0,11,4,2,0,39,UP,-1.0,RIGHT,0.0,0.0,-1.0,1.0,12,2.2296,-0.2,"(4,2,0,39)|UP|0.6930; (3,2,0,40)|DOWN|0.4802; (2,2,0,41)|DOWN|0.3328"
0,12,3,2,0,38,RIGHT,-1.0,UP,0.0,0.0,-1.0,1.0,13,2.2381,-0.2,"(3,2,0,38)|RIGHT|0.6930; (4,2,0,39)|UP|0.4802; (3,2,0,40)|DOWN|0.3328"
0,13,4,2,0,37,UP,-1.0,DOWN,0.0,0.0,-1.0,1.0,14,2.244,-0.2,"(4,2,0,37)|UP|0.6930; (3,2,0,38)|RIGHT|0.4802; (4,2,0,39)|UP|0.3328"
0,14,3,2,0,36,DOWN,-1.0,RIGHT,0.0,0.0,-1.0,1.0,15,2.2481,-0.2,"(3,2,0,36)|DOWN|0.6930; (4,2,0,37)|UP|0.4802; (3,2,0,38)|RIGHT|0.3328"
0,15,4,2,0,35,RIGHT,-1.0,LEFT,0.0,0.0,-1.0,1.0,16,2.2509,-0.2,"(4,2,0,35)|RIGHT|0.6930; (3,2,0,36)|DOWN|0.4802; (4,2,0,37)|UP|0.3328"
0,16,4,3,0,34,LEFT,-1.0,RIGHT,0.0,0.0,-1.0,1.0,17,2.2529,-0.2,"(4,3,0,34)|LEFT|0.6930; (4,2,0,35)|RIGHT|0.4802; (3,2,0,36)|DOWN|0.3328"
0,17,4,2,0,33,RIGHT,-1.0,UP,0.0,0.0,-1.0,1.0,18,2.2543,-0.2,"(4,2,0,33)|RIGHT|0.6930; (4,3,0,34)|LEFT|0.4802; (4,2,0,35)|RIGHT|0.3328"
0,18,4,3,0,32,UP,-1.0,UP,0.0,0.0,-1.0,1.0,19,2.2552,-0.2,"(4,3,0,32)|UP|0.6930; (4,2,0,33)|RIGHT|0.4802; (4,3,0,34)|LEFT|0.3328"
0,19,4,4,0,31,UP,-5.0,UP,0.0,0.0,-5.0,1.0,20,2.2559,-1.0,"(4,4,0,31)|UP|0.6930; (4,3,0,32)|UP|0.4802; (4,2,0,33)|RIGHT|0.3328"
0,20,4,4,0,30,UP,-5.0,RIGHT,0.0,0.0,-5.0,1.0,21,2.2563,-1.0,"(4,4,0,30)|UP|0.6930; (4,4,0,31)|UP|0.4802; (4,3,0,32)|UP|0.3328"
0,21,4,4,0,29,RIGHT,-1.0,DOWN,0.0,0.0,-1.0,1.0,22,2.2566,-0.2,"(4,4,0,29)|RIGHT|0.6930; (4,4,0,30)|UP|0.4802; (4,4,0,31)|UP|0.3328"
0,22,5,4,0,28,DOWN,-1.0,UP,0.0,0.0,-1.0,1.0,23,2.2568,-0.2,"(5,4,0,28)|DOWN|0.6930; (4,4,0,29)|RIGHT|0.4802; (4,4,0,30)|UP|0.3328"
0,23,6,4,0,27,UP,-1.0,UP,0.0,0.0,-1.0,1.0,24,2.257,-0.2,"(6,4,0,27)|UP|0.6930; (5,4,0,28)|DOWN|0.4802; (4,4,0,29)|RIGHT|0.3328"
0,24,5,4,0,26,UP,-1.0,DOWN,0.0,0.0,-1.0,1.0,25,2.2571,-0.2,"(5,4,0,26)|UP|0.6930; (6,4,0,27)|UP|0.4802; (5,4,0,28)|DOWN|0.3328"
149999,0,0,0,0,50,RIGHT,-1.0,RIGHT,34.993189,37.164081,0.799251,1.0,1,0.693,35.153039,"(0,0,0,50)|RIGHT|0.6930"
149999,1,0,1,0,49,RIGHT,-1.0,RIGHT,37.164081,44.318573,5.711307,1.0,2,1.1732,38.306342,"(0,1,0,49)|RIGHT|0.6930; (0,0,0,50)|RIGHT|0.4802"
149999,2,0,2,0,48,RIGHT,-1.0,DOWN,44.318573,46.159213,0.379047,1.0,3,1.5061,44.394383,"(0,2,0,48)|RIGHT|0.6930; (0,1,0,49)|RIGHT|0.4802; (0,0,0,50)|RIGHT|0.3328"
149999,3,0,3,0,47,DOWN,-1.0,RIGHT,46.159213,48.182765,0.541725,1.0,4,1.7367,46.267558,"(0,3,0,47)|DOWN|0.6930; (0,2,0,48)|RIGHT|0.4802; (0,1,0,49)|RIGHT|0.3328"
149999,4,1,3,0,46,RIGHT,-1.0,RIGHT,48.182765,49.895684,0.213961,1.0,5,1.8965,48.225558,"(1,3,0,46)|RIGHT|0.6930; (0,3,0,47)|DOWN|0.4802; (0,2,0,48)|RIGHT|0.3328"
149999,5,1,4,0,45,RIGHT,-1.0,LEFT,49.895684,47.732377,-3.64063,1.0,6,2.0073,49.167558,"(1,4,0,45)|RIGHT|0.6930; (1,3,0,46)|RIGHT|0.4802; (0,3,0,47)|DOWN|0.3328"
149999,6,1,5,0,44,LEFT,-1.0,RIGHT,47.732377,53.979695,4.707521,1.0,7,2.0841,48.673881,"(1,5,0,44)|LEFT|0.6930; (1,4,0,45)|RIGHT|0.4802; (1,3,0,46)|RIGHT|0.3328"
149999,7,1,4,0,43,RIGHT,-1.0,RIGHT,53.979695,56.107605,0.566833,1.0,8,2.1373,54.093062,"(1,4,0,43)|RIGHT|0.6930; (1,5,0,44)|LEFT|0.4802; (1,4,0,45)|RIGHT|0.3328"
149999,8,1,5,0,42,RIGHT,-1.0,UP,56.107605,57.30642,-0.374249,1.0,9,2.1741,56.032755,"(1,5,0,42)|RIGHT|0.6930; (1,4,0,43)|RIGHT|0.4802; (1,5,0,44)|LEFT|0.3328"
149999,9,1,6,0,41,UP,-1.0,RIGHT,57.30642,58.663022,-0.230028,1.0,10,2.1997,57.260414,"(1,6,0,41)|UP|0.6930; (1,5,0,42)|RIGHT|0.4802; (1,4,0,43)|RIGHT|0.3328"
149999,10,0,6,0,40,RIGHT,-1.0,RIGHT,58.663022,62.595839,2.306858,1.0,11,2.2174,59.124394,"(0,6,0,40)|RIGHT|0.6930; (1,6,0,41)|UP|0.4802; (1,5,0,42)|RIGHT|0.3328"
149999,11,0,7,0,39,RIGHT,-1.0,RIGHT,62.595839,65.613788,1.361811,1.0,12,2.2296,62.868201,"(0,7,0,39)|RIGHT|0.6930; (0,6,0,40)|RIGHT|0.4802; (1,6,0,41)|UP|0.3328"
149999,12,0,8,0,38,RIGHT,-1.0,RIGHT,65.613788,67.784064,0.492436,1.0,13,2.2381,65.712275,"(0,8,0,38)|RIGHT|0.6930; (0,7,0,39)|RIGHT|0.4802; (0,6,0,40)|RIGHT|0.3328"
149999,13,0,9,0,37,RIGHT,-5.0,DOWN,67.784064,65.788328,-7.65362,1.0,14,2.244,66.25334,"(0,9,0,37)|RIGHT|0.6930; (0,8,0,38)|RIGHT|0.4802; (0,7,0,39)|RIGHT|0.3328"
149999,14,0,9,0,36,DOWN,-1.0,RIGHT,65.788328,67.8248,0.358224,1.0,15,2.2481,65.859972,"(0,9,0,36)|DOWN|0.6930; (0,9,0,37)|RIGHT|0.4802; (0,8,0,38)|RIGHT|0.3328"
149999,15,0,8,0,35,RIGHT,-1.0,RIGHT,67.8248,62.162119,-7.284302,1.0,16,2.2509,66.367939,"(0,8,0,35)|RIGHT|0.6930; (0,9,0,36)|DOWN|0.4802; (0,9,0,37)|RIGHT|0.3328"
149999,16,1,8,0,34,RIGHT,-1.0,RIGHT,62.162119,66.270217,2.445396,1.0,17,2.2529,62.651198,"(1,8,0,34)|RIGHT|0.6930; (0,8,0,35)|RIGHT|0.4802; (0,9,0,36)|DOWN|0.3328"
149999,17,1,9,0,33,RIGHT,-1.0,UP,66.270217,55.28965,-12.533463,1.0,18,2.2543,63.763524,"(1,9,0,33)|RIGHT|0.6930; (1,8,0,34)|RIGHT|0.4802; (0,8,0,35)|RIGHT|0.3328"
149999,18,2,9,0,32,UP,-1.0,UP,55.28965,36.970747,-19.688611,1.0,19,2.2552,51.351928,"(2,9,0,32)|UP|0.6930; (1,9,0,33)|RIGHT|0.4802; (1,8,0,34)|RIGHT|0.3328"
149999,19,2,8,0,31,UP,-1.0,UP,36.970747,47.816233,9.367323,1.0,20,2.2559,38.844212,"(2,8,0,31)|UP|0.6930; (2,9,0,32)|UP|0.4802; (1,9,0,33)|RIGHT|0.3328"
149999,20,1,8,0,30,UP,-1.0,RIGHT,47.816233,49.666108,0.353214,1.0,21,2.2563,47.886876,"(1,8,0,30)|UP|0.6930; (2,8,0,31)|UP|0.4802; (2,9,0,32)|UP|0.3328"
149999,21,0,8,0,29,RIGHT,-1.0,RIGHT,49.666108,55.390698,4.170684,1.0,22,2.2566,50.500244,"(0,8,0,29)|RIGHT|0.6930; (1,8,0,30)|UP|0.4802; (2,8,0,31)|UP|0.3328"
149999,22,0,9,0,28,RIGHT,49.0,DOWN,55.390698,11.196595,4.69393,1.0,23,2.2568,56.329484,"(0,9,0,28)|RIGHT|0.6930; (0,8,0,29)|RIGHT|0.4802; (1,8,0,30)|UP|0.3328"
149999,23,0,10,1,27,DOWN,-1.0,DOWN,11.196595,16.173202,3.814876,1.0,24,2.257,11.95957,"(0,10,1,27)|DOWN|0.6930; (0,9,0,28)|RIGHT|0.4802; (0,8,0,29)|RIGHT|0.3328"
149999,24,1,10,1,26,DOWN,-1.0,RIGHT,16.173202,20.213058,2.837725,1.0,25,2.2571,16.740747,"(1,10,1,26)|DOWN|0.6930; (0,10,1,27)|DOWN|0.4802; (0,9,0,28)|RIGHT|0.3328"
