episode,step,r,c,k,e,action,reward,nr,nc,nk,ne,done,q_before,max_next_q,td_target,td_error,q_after,alpha,gamma,epsilon
75000,10,1,3,0,40,RIGHT,0.07,1,4,0,39,0,36.129211,37.420321,37.116118,0.986907,36.326593,0.2,0.99,0.1538
75000,11,1,4,0,39,RIGHT,0.06,1,5,0,38,0,37.420321,38.795781,38.467824,1.047502,37.629822,0.2,0.99,0.1538
75000,12,1,5,0,38,RIGHT,-4.94,1,5,0,37,0,38.795781,40.733805,35.386467,-3.409315,38.113919,0.2,0.99,0.1538
75000,13,1,5,0,37,RIGHT,0.05,0,5,0,36,0,39.040986,41.15844,40.796856,1.75587,39.39216,0.2,0.99,0.1538
75000,14,0,5,0,36,DOWN,0.04,0,6,0,35,0,41.15844,42.222419,41.840195,0.681755,41.294791,0.2,0.99,0.1538
75000,15,0,6,0,35,RIGHT,-1.95,1,6,0,34,0,33.103345,44.623349,42.227116,9.123771,34.928099,0.2,0.99,0.1538
75000,16,1,6,0,34,RIGHT,0.04,1,7,0,33,0,44.623349,46.541496,46.116081,1.492732,44.921895,0.2,0.99,0.1538
75000,17,1,7,0,33,RIGHT,0.03,1,8,0,32,0,46.541496,47.030492,46.590187,0.048691,46.551234,0.2,0.99,0.1538
75000,18,1,8,0,32,UP,0.02,0,8,0,31,0,47.030492,48.113004,47.651874,0.621382,47.154769,0.2,0.99,0.1538
75000,19,0,8,0,31,UP,-4.98,0,8,0,30,0,42.600351,49.381816,43.907997,1.307646,42.86188,0.2,0.99,0.1538
75000,20,0,8,0,30,RIGHT,-4.98,0,8,0,29,0,49.381816,47.806612,42.348546,-7.03327,47.975162,0.2,0.99,0.1538
75000,21,0,8,0,29,RIGHT,-4.98,0,8,0,28,0,47.806612,51.947931,46.448452,-1.35816,47.53498,0.2,0.99,0.1538
75000,22,0,8,0,28,RIGHT,0.01,0,9,0,27,0,51.947931,54.096303,53.56534,1.617409,52.271413,0.2,0.99,0.1538
75000,23,0,9,0,27,RIGHT,32.18,0,10,1,26,0,54.096303,22.732709,54.685382,0.589079,54.214119,0.2,0.99,0.1538
75000,24,0,10,1,26,RIGHT,0.17,0,11,1,25,0,22.732709,23.387706,23.323829,0.59112,22.850933,0.2,0.99,0.1538
75000,25,0,11,1,25,DOWN,0.16,1,11,1,24,0,23.387706,24.822175,24.733954,1.346247,23.656956,0.2,0.99,0.1538
75000,26,1,11,1,24,DOWN,0.15,2,11,1,23,0,24.822175,25.257385,25.154812,0.332636,24.888703,0.2,0.99,0.1538
75000,27,2,11,1,23,RIGHT,0.14,2,12,1,22,0,25.257385,24.727261,24.619988,-0.637398,25.129906,0.2,0.99,0.1538
75000,28,2,12,1,22,DOWN,0.13,3,12,1,21,0,24.727261,25.624218,25.497976,0.770716,24.881404,0.2,0.99,0.1538
75000,29,3,12,1,21,RIGHT,0.12,3,13,1,20,0,25.624218,25.662622,25.525996,-0.098223,25.604574,0.2,0.99,0.1538
75000,30,3,13,1,20,DOWN,0.11,4,13,1,19,0,25.662622,25.574224,25.428482,-0.23414,25.615794,0.2,0.99,0.1538
75000,31,4,13,1,19,RIGHT,-1.88,4,14,1,18,0,25.574224,27.201521,25.049506,-0.524718,25.46928,0.2,0.99,0.1538
75000,32,4,14,1,18,LEFT,0.11,4,13,1,17,0,27.201521,26.143903,25.992464,-1.209057,26.95971,0.2,0.99,0.1538
75000,33,4,13,1,17,DOWN,0.1,5,13,1,16,0,26.143903,29.909753,29.710656,3.566753,26.857254,0.2,0.99,0.1538
75000,34,5,13,1,16,DOWN,-1.89,5,14,1,15,0,29.909753,29.289109,27.106218,-2.803535,29.349046,0.2,0.99,0.1538
75000,35,5,14,1,15,DOWN,0.1,6,14,1,14,0,29.289109,25.579171,25.423379,-3.86573,28.515963,0.2,0.99,0.1538
75000,36,6,14,1,14,DOWN,0.09,7,14,1,13,0,25.579171,34.620814,34.364605,8.785434,27.336258,0.2,0.99,0.1538
75000,37,7,14,1,13,LEFT,0.08,7,13,1,12,0,34.620814,35.689407,35.412513,0.791699,34.779153,0.2,0.99,0.1538
75000,38,7,13,1,12,DOWN,0.07,8,13,1,11,0,35.689407,36.675135,36.378384,0.688977,35.827202,0.2,0.99,0.1538
75000,39,8,13,1,11,DOWN,0.06,9,13,1,10,0,36.675135,44.263672,43.881035,7.2059,38.116315,0.2,0.99,0.1538
75000,40,9,13,1,10,UP,-1.93,8,13,1,9,0,32.657824,28.450755,26.236247,-6.421577,31.373508,0.2,0.99,0.1538
75000,41,8,13,1,9,DOWN,0.06,9,13,1,8,0,28.450755,54.532957,54.047628,25.596873,33.570129,0.2,0.99,0.1538
75000,42,9,13,1,8,DOWN,0.05,10,13,1,7,0,54.532957,65.906983,65.297913,10.764956,56.685948,0.2,0.99,0.1538
75000,43,10,13,1,7,DOWN,0.04,11,13,1,6,0,65.906983,59.629934,59.073635,-6.833348,64.540313,0.2,0.99,0.1538
75000,44,11,13,1,6,DOWN,0.03,12,13,1,5,0,59.629934,73.122313,72.42109,12.791156,62.188166,0.2,0.99,0.1538
75000,45,12,13,1,5,RIGHT,-1.96,11,13,1,4,0,73.122313,11.287348,9.214474,-63.907839,60.340746,0.2,0.99,0.1538
75000,46,11,13,1,4,DOWN,0.03,12,13,1,3,0,11.287348,27.874622,27.625876,16.338529,14.555053,0.2,0.99,0.1538
75000,47,12,13,1,3,RIGHT,0.02,12,14,1,2,0,27.874622,55.943292,55.403859,27.529237,33.38047,0.2,0.99,0.1538
75000,48,12,14,1,2,DOWN,0.01,13,14,1,1,0,55.943292,65.853986,65.205447,9.262155,57.795723,0.2,0.99,0.1538
75000,49,13,14,1,1,DOWN,100.0,14,14,1,0,1,65.853986,0.0,100.0,34.146014,72.683189,0.2,0.99,0.1538
149999,0,0,0,0,50,RIGHT,0.11,0,1,0,49,0,39.679412,39.776954,39.489184,-0.190228,39.641366,0.2,0.99,0.05
149999,1,0,1,0,49,DOWN,-1.88,1,1,0,48,0,39.776954,42.32089,40.017681,0.240727,39.825099,0.2,0.99,0.05
149999,2,1,1,0,48,LEFT,-1.87,1,0,0,47,0,42.32089,44.470218,42.155516,-0.165374,42.287815,0.2,0.99,0.05
149999,3,1,0,0,47,RIGHT,0.12,1,1,0,46,0,44.470218,44.360369,44.036765,-0.433453,44.383528,0.2,0.99,0.05
149999,4,1,1,0,46,DOWN,0.11,2,1,0,45,0,44.360369,45.604494,45.258449,0.89808,44.539985,0.2,0.99,0.05
149999,5,2,1,0,45,RIGHT,0.1,2,2,0,44,0,45.604494,46.576264,46.210501,0.606007,45.725696,0.2,0.99,0.05
149999,6,2,2,0,44,RIGHT,0.09,2,3,0,43,0,46.576264,47.172037,46.790317,0.214053,46.619074,0.2,0.99,0.05
149999,7,2,3,0,43,DOWN,-1.9,3,3,0,42,0,45.962544,50.134847,47.733499,1.770955,46.316735,0.2,0.99,0.05
149999,8,3,3,0,42,UP,0.09,2,3,0,41,0,50.134847,51.068115,50.647434,0.512587,50.237364,0.2,0.99,0.05
149999,9,2,3,0,41,UP,0.08,1,3,0,40,0,51.068115,52.113713,51.672576,0.604461,51.189008,0.2,0.99,0.05
149999,10,1,3,0,40,RIGHT,0.07,1,4,0,39,0,52.113713,54.089774,53.618877,1.505163,52.414746,0.2,0.99,0.05
149999,11,1,4,0,39,RIGHT,0.06,1,5,0,38,0,54.089774,57.051464,56.540949,2.451175,54.580009,0.2,0.99,0.05
149999,12,1,5,0,38,UP,0.05,0,5,0,37,0,57.051464,57.874176,57.345435,0.293971,57.110258,0.2,0.99,0.05
149999,13,0,5,0,37,RIGHT,-4.95,0,5,0,36,0,57.874176,58.991033,53.451122,-4.423054,56.989566,0.2,0.99,0.05
149999,14,0,5,0,36,RIGHT,-4.95,0,5,0,35,0,58.991033,60.065462,54.514808,-4.476225,58.095788,0.2,0.99,0.05
149999,15,0,5,0,35,RIGHT,-1.94,1,5,0,34,0,60.065462,59.172464,56.640739,-3.424723,59.380518,0.2,0.99,0.05
149999,16,1,5,0,34,RIGHT,0.05,1,6,0,33,0,59.172464,60.362202,59.80858,0.636116,59.299687,0.2,0.99,0.05
149999,17,1,6,0,33,RIGHT,-1.94,2,6,0,32,0,60.362202,52.125125,49.663874,-10.698328,58.222536,0.2,0.99,0.05
149999,18,2,6,0,32,UP,-4.94,2,6,0,31,0,52.125125,46.287809,40.884931,-11.240194,49.877086,0.2,0.99,0.05
149999,19,2,6,0,31,RIGHT,0.05,2,7,0,30,0,46.287809,45.534999,45.129649,-1.15816,46.056177,0.2,0.99,0.05
149999,20,2,7,0,30,RIGHT,0.04,2,8,0,29,0,45.534999,51.922419,51.443195,5.908196,46.716638,0.2,0.99,0.05
149999,21,2,8,0,29,UP,0.03,1,8,0,28,0,51.922419,52.65003,52.15353,0.231111,51.968641,0.2,0.99,0.05
149999,22,1,8,0,28,RIGHT,0.02,1,9,0,27,0,52.65003,51.374586,50.88084,-1.76919,52.296192,0.2,0.99,0.05
149999,23,1,9,0,27,UP,0.01,0,9,0,26,0,51.374586,58.892669,58.313742,6.939156,52.762417,0.2,0.99,0.05
149999,24,0,9,0,26,RIGHT,32.18,0,10,1,25,0,58.892669,28.308001,60.204921,1.312252,59.155119,0.2,0.99,0.05
149999,25,0,10,1,25,DOWN,0.17,1,10,1,24,0,28.308001,27.146629,27.045163,-1.262838,28.055433,0.2,0.99,0.05
149999,26,1,10,1,24,DOWN,0.16,2,10,1,23,0,27.146629,28.512307,28.387184,1.240555,27.39474,0.2,0.99,0.05
149999,27,2,10,1,23,DOWN,0.15,3,10,1,22,0,26.419034,32.00939,31.839296,5.420262,27.503086,0.2,0.99,0.05
149999,28,3,10,1,22,DOWN,0.14,4,10,1,21,0,32.00939,37.051125,36.820613,4.811224,32.971635,0.2,0.99,0.05
149999,29,4,10,1,21,RIGHT,0.13,4,11,1,20,0,37.051125,40.173765,39.902027,2.850903,37.621305,0.2,0.99,0.05
149999,30,4,11,1,20,DOWN,0.12,4,12,1,19,0,40.173765,37.9816,37.721784,-2.451981,39.683369,0.2,0.99,0.05
149999,31,4,12,1,19,DOWN,-1.87,4,11,1,18,0,37.9816,32.494439,30.299494,-7.682106,36.445179,0.2,0.99,0.05
149999,32,4,11,1,18,DOWN,0.12,5,11,1,17,0,32.494439,26.915583,26.766427,-5.728012,31.348836,0.2,0.99,0.05
149999,33,5,11,1,17,RIGHT,0.11,5,12,1,16,0,26.915583,26.67184,26.515121,-0.400461,26.83549,0.2,0.99,0.05
149999,34,5,12,1,16,DOWN,0.1,6,12,1,15,0,26.67184,25.544269,25.388826,-1.283013,26.415237,0.2,0.99,0.05
149999,35,6,12,1,15,DOWN,-4.9,6,12,1,14,0,25.544269,28.349921,23.166422,-2.377847,25.0687,0.2,0.99,0.05
149999,36,6,12,1,14,RIGHT,0.09,6,13,1,13,0,28.349921,43.586796,43.240928,14.891007,31.328122,0.2,0.99,0.05
149999,37,6,13,1,13,DOWN,0.08,7,13,1,12,0,43.586796,51.812066,51.373946,7.78715,45.144226,0.2,0.99,0.05
149999,38,7,13,1,12,DOWN,0.07,8,13,1,11,0,51.812066,52.156128,51.704567,-0.107499,51.790567,0.2,0.99,0.05
149999,39,8,13,1,11,DOWN,0.06,9,13,1,10,0,52.156128,67.653104,67.036573,14.880444,55.132217,0.2,0.99,0.05
149999,40,9,13,1,10,DOWN,0.05,10,13,1,9,0,67.653104,66.522937,65.907708,-1.745396,67.304025,0.2,0.99,0.05
149999,41,10,13,1,9,DOWN,0.04,11,13,1,8,0,66.522937,89.042359,88.191935,21.668999,70.856737,0.2,0.99,0.05
149999,42,11,13,1,8,DOWN,-1.95,11,12,1,7,0,89.042359,61.544623,58.979177,-30.063183,83.029723,0.2,0.99,0.05
149999,43,11,12,1,7,RIGHT,0.04,11,13,1,6,0,61.544623,56.565445,56.039791,-5.504832,60.443656,0.2,0.99,0.05
149999,44,11,13,1,6,DOWN,0.03,12,13,1,5,0,56.565445,75.856062,75.127502,18.562056,60.277857,0.2,0.99,0.05
149999,45,12,13,1,5,RIGHT,0.02,12,14,1,4,0,75.856062,57.058471,56.507886,-19.348176,71.986427,0.2,0.99,0.05
149999,46,12,14,1,4,DOWN,0.01,13,14,1,3,0,57.058471,90.994697,90.09475,33.036279,63.665727,0.2,0.99,0.05
149999,47,13,14,1,3,RIGHT,-4.99,13,14,1,2,0,87.636023,85.759003,79.911413,-7.72461,86.091101,0.2,0.99,0.05
149999,48,13,14,1,2,DOWN,100.0,14,14,1,1,1,85.759003,0.0,100.0,14.240997,88.607202,0.2,0.99,0.05
