episode,step,r,c,k,e,action,reward,next_action,q_sa_before,q_next,delta,E_current_pair,num_active_traces,sum_traces,q_sa_after,top3_traces(state|action|E)
0,22,5,4,0,28,DOWN,-1.0,UP,0.0,0.0,-1.0,1.0,23,5.2089,-0.2,"(5,4,0,28)|DOWN|0.8415; (4,4,0,29)|RIGHT|0.7081; (4,4,0,30)|UP|0.5959"
0,23,6,4,0,27,UP,-1.0,UP,0.0,0.0,-1.0,1.0,24,5.2248,-0.2,"(6,4,0,27)|UP|0.8415; (5,4,0,28)|DOWN|0.7081; (4,4,0,29)|RIGHT|0.5959"
0,24,5,4,0,26,UP,-1.0,DOWN,0.0,0.0,-1.0,1.0,25,5.2381,-0.2,"(5,4,0,26)|UP|0.8415; (6,4,0,27)|UP|0.7081; (5,4,0,28)|DOWN|0.5959"
149999,0,0,0,0,50,RIGHT,-1.0,DOWN,5.994985,8.183998,1.107173,1.0,1,0.8415,6.216419,"(0,0,0,50)|RIGHT|0.8415"
149999,1,0,1,0,49,DOWN,-1.0,UP,8.183998,13.077452,3.76268,1.0,2,1.5496,8.936534,"(0,1,0,49)|DOWN|0.8415; (0,0,0,50)|RIGHT|0.7081"
149999,2,1,1,0,48,UP,-1.0,RIGHT,13.077452,17.313225,3.062641,1.0,3,2.1455,13.68998,"(1,1,0,48)|UP|0.8415; (0,1,0,49)|DOWN|0.7081; (0,0,0,50)|RIGHT|0.5959"
149999,3,0,1,0,47,RIGHT,-1.0,RIGHT,17.313225,16.069465,-2.404455,1.0,4,2.6469,16.832334,"(0,1,0,47)|RIGHT|0.8415; (1,1,0,48)|UP|0.7081; (0,1,0,49)|DOWN|0.5959"
149999,4,0,2,0,46,RIGHT,-1.0,LEFT,16.069465,16.146509,-1.084421,1.0,5,3.0689,15.852581,"(0,2,0,46)|RIGHT|0.8415; (0,1,0,47)|RIGHT|0.7081; (1,1,0,48)|UP|0.5959"
149999,5,0,3,0,45,LEFT,-1.0,RIGHT,16.146509,15.583274,-1.719068,1.0,6,3.424,15.802695,"(0,3,0,45)|LEFT|0.8415; (0,2,0,46)|RIGHT|0.7081; (0,1,0,47)|RIGHT|0.5959"
149999,6,0,2,0,44,RIGHT,-1.0,DOWN,15.583274,17.709855,0.949483,1.0,7,3.7228,15.77317,"(0,2,0,44)|RIGHT|0.8415; (0,3,0,45)|LEFT|0.7081; (0,2,0,46)|RIGHT|0.5959"
149999,7,0,3,0,43,DOWN,-1.0,RIGHT,17.709855,19.497523,0.592692,1.0,8,3.9742,17.828394,"(0,3,0,43)|DOWN|0.8415; (0,2,0,44)|RIGHT|0.7081; (0,3,0,45)|LEFT|0.5959"
149999,8,1,3,0,42,RIGHT,-1.0,RIGHT,19.497523,26.802771,6.037221,1.0,9,4.1858,20.704967,"(1,3,0,42)|RIGHT|0.8415; (0,3,0,43)|DOWN|0.7081; (0,2,0,44)|RIGHT|0.5959"
149999,9,1,4,0,41,RIGHT,-1.0,RIGHT,26.802771,30.435864,2.328734,1.0,10,4.3639,27.268518,"(1,4,0,41)|RIGHT|0.8415; (1,3,0,42)|RIGHT|0.7081; (0,3,0,43)|DOWN|0.5959"
149999,10,1,5,0,40,RIGHT,-1.0,RIGHT,30.435864,34.979363,3.193705,1.0,11,4.5137,31.074605,"(1,5,0,40)|RIGHT|0.8415; (1,4,0,41)|RIGHT|0.7081; (1,3,0,42)|RIGHT|0.5959"
149999,11,1,6,0,39,RIGHT,-1.0,UP,34.979363,35.681423,-0.654754,1.0,12,4.6398,34.848412,"(1,6,0,39)|RIGHT|0.8415; (1,5,0,40)|RIGHT|0.7081; (1,4,0,41)|RIGHT|0.5959"
149999,12,1,7,0,38,UP,-1.0,RIGHT,35.681423,36.787725,-0.261575,1.0,13,4.7459,35.629108,"(1,7,0,38)|UP|0.8415; (1,6,0,39)|RIGHT|0.7081; (1,5,0,40)|RIGHT|0.5959"
149999,13,0,7,0,37,RIGHT,-5.0,RIGHT,36.787725,39.597342,-2.586356,1.0,14,4.8351,36.270454,"(0,7,0,37)|RIGHT|0.8415; (1,7,0,38)|UP|0.7081; (1,6,0,39)|RIGHT|0.5959"
149999,14,0,7,0,36,RIGHT,-5.0,RIGHT,39.597342,37.853359,-7.122517,1.0,15,4.9103,38.172839,"(0,7,0,36)|RIGHT|0.8415; (0,7,0,37)|RIGHT|0.7081; (1,7,0,38)|UP|0.5959"
149999,15,0,7,0,35,RIGHT,-1.0,RIGHT,37.853359,38.004285,-1.229116,1.0,16,4.9735,37.607536,"(0,7,0,35)|RIGHT|0.8415; (0,7,0,36)|RIGHT|0.7081; (0,7,0,37)|RIGHT|0.5959"
149999,16,1,7,0,34,RIGHT,-1.0,RIGHT,38.004285,42.782817,3.350704,1.0,17,5.0267,38.674426,"(1,7,0,34)|RIGHT|0.8415; (0,7,0,35)|RIGHT|0.7081; (0,7,0,36)|RIGHT|0.5959"
149999,17,1,8,0,33,RIGHT,-1.0,DOWN,42.782817,14.247323,-29.677967,1.0,18,5.0715,36.847224,"(1,8,0,33)|RIGHT|0.8415; (1,7,0,34)|RIGHT|0.7081; (0,7,0,35)|RIGHT|0.5959"
149999,18,2,8,0,32,DOWN,-1.0,UP,14.247323,19.153265,3.714409,1.0,19,5.1091,14.990205,"(2,8,0,32)|DOWN|0.8415; (1,8,0,33)|RIGHT|0.7081; (1,7,0,34)|RIGHT|0.5959"
149999,19,2,7,0,31,UP,-1.0,RIGHT,19.153265,21.035803,0.672179,1.0,20,5.1408,19.287701,"(2,7,0,31)|UP|0.8415; (2,8,0,32)|DOWN|0.7081; (1,8,0,33)|RIGHT|0.5959"
149999,20,1,7,0,30,RIGHT,-1.0,UP,21.035803,21.778419,-0.475168,1.0,21,5.1675,20.940769,"(1,7,0,30)|RIGHT|0.8415; (2,7,0,31)|UP|0.7081; (2,8,0,32)|DOWN|0.5959"
149999,21,1,8,0,29,UP,-1.0,RIGHT,21.778419,21.08154,-1.907695,1.0,22,5.19,21.39688,"(1,8,0,29)|UP|0.8415; (1,7,0,30)|RIGHT|0.7081; (2,7,0,31)|UP|0.5959"
149999,22,0,8,0,28,RIGHT,-1.0,RIGHT,21.08154,32.143625,9.740649,1.0,23,5.2089,23.029669,"(0,8,0,28)|RIGHT|0.8415; (1,8,0,29)|UP|0.7081; (1,7,0,30)|RIGHT|0.5959"
149999,23,0,9,0,27,RIGHT,49.0,RIGHT,32.143625,-16.798466,0.225894,1.0,24,5.2248,32.188804,"(0,9,0,27)|RIGHT|0.8415; (0,8,0,28)|RIGHT|0.7081; (1,8,0,29)|UP|0.5959"
149999,24,0,10,1,26,RIGHT,-1.0,DOWN,-16.798466,-9.102062,6.787424,1.0,25,5.2381,-15.440981,"(0,10,1,26)|RIGHT|0.8415; (0,9,0,27)|RIGHT|0.7081; (0,8,0,28)|RIGHT|0.5959"
