episode,step,r,c,k,e,action,reward,next_action,q_sa_before,q_next,delta,E_current_pair,num_active_traces,sum_traces,q_sa_after,top3_traces(state|action|E)
149999,8,3,3,0,42,UP,-1.0,UP,19.123522,22.510191,2.161567,1.0,9,3.3408,19.555835,"(3,3,0,42)|UP|0.7920; (2,3,0,43)|DOWN|0.6273; (2,2,0,44)|RIGHT|0.4968"
149999,9,2,3,0,41,UP,-1.0,RIGHT,22.510191,23.495194,-0.249949,1.0,10,3.4379,22.460201,"(2,3,0,41)|UP|0.7920; (3,3,0,42)|UP|0.6273; (2,3,0,43)|DOWN|0.4968"
149999,10,1,3,0,40,RIGHT,-1.0,RIGHT,23.495194,27.009168,2.243882,1.0,11,3.5148,23.94397,"(1,3,0,40)|RIGHT|0.7920; (2,3,0,41)|UP|0.6273; (3,3,0,42)|UP|0.4968"
149999,11,1,4,0,39,RIGHT,-1.0,UP,27.009168,33.307713,4.965468,1.0,12,3.5758,28.002262,"(1,4,0,39)|RIGHT|0.7920; (1,3,0,40)|RIGHT|0.6273; (2,3,0,41)|UP|0.4968"
149999,12,1,5,0,38,UP,-1.0,RIGHT,33.307713,35.731932,1.066899,1.0,13,3.624,33.521093,"(1,5,0,38)|UP|0.7920; (1,4,0,39)|RIGHT|0.6273; (1,3,0,40)|RIGHT|0.4968"
149999,13,0,5,0,37,RIGHT,-5.0,DOWN,35.731932,32.949921,-8.11151,1.0,14,3.6622,34.10963,"(0,5,0,37)|RIGHT|0.7920; (1,5,0,38)|UP|0.6273; (1,4,0,39)|RIGHT|0.4968"
149999,14,0,5,0,36,DOWN,-5.0,RIGHT,32.949921,39.568621,1.223013,1.0,15,3.6925,33.194524,"(0,5,0,36)|DOWN|0.7920; (0,5,0,37)|RIGHT|0.6273; (1,5,0,38)|UP|0.4968"
149999,15,0,5,0,35,RIGHT,-1.0,RIGHT,39.568621,26.373175,-14.459178,1.0,16,3.7164,36.676785,"(0,5,0,35)|RIGHT|0.7920; (0,5,0,36)|DOWN|0.6273; (0,5,0,37)|RIGHT|0.4968"
149999,16,1,5,0,34,RIGHT,-1.0,RIGHT,26.373175,31.525068,3.836642,1.0,17,3.7354,27.140503,"(1,5,0,34)|RIGHT|0.7920; (0,5,0,35)|RIGHT|0.6273; (0,5,0,36)|DOWN|0.4968"
149999,17,1,6,0,33,RIGHT,-1.0,RIGHT,31.525068,28.119751,-4.686514,1.0,18,3.7505,30.587765,"(1,6,0,33)|RIGHT|0.7920; (1,5,0,34)|RIGHT|0.6273; (0,5,0,35)|RIGHT|0.4968"
149999,18,2,6,0,32,RIGHT,-1.0,RIGHT,28.119751,20.788389,-8.539246,1.0,19,3.7624,26.411902,"(2,6,0,32)|RIGHT|0.7920; (1,6,0,33)|RIGHT|0.6273; (1,5,0,34)|RIGHT|0.4968"
149999,19,1,6,0,31,RIGHT,-1.0,RIGHT,20.788389,22.288282,0.27701,1.0,20,3.7718,20.843791,"(1,6,0,31)|RIGHT|0.7920; (2,6,0,32)|RIGHT|0.6273; (1,6,0,33)|RIGHT|0.4968"
149999,20,1,7,0,30,RIGHT,-1.0,RIGHT,22.288282,28.362136,4.790233,1.0,21,3.7793,23.246328,"(1,7,0,30)|RIGHT|0.7920; (1,6,0,31)|RIGHT|0.6273; (2,6,0,32)|RIGHT|0.4968"
149999,21,1,8,0,29,RIGHT,-1.0,RIGHT,28.362136,31.827691,2.147279,1.0,22,3.7852,28.791591,"(1,8,0,29)|RIGHT|0.7920; (1,7,0,30)|RIGHT|0.6273; (1,6,0,31)|RIGHT|0.4968"
149999,22,1,9,0,28,RIGHT,-1.0,UP,31.827691,31.930507,-1.216489,1.0,23,3.7899,31.584393,"(1,9,0,28)|RIGHT|0.7920; (1,8,0,29)|RIGHT|0.6273; (1,7,0,30)|RIGHT|0.4968"
149999,23,1,10,0,27,UP,49.0,UP,31.930507,-13.056108,4.143946,1.0,24,3.7936,32.759296,"(1,10,0,27)|UP|0.7920; (1,9,0,28)|RIGHT|0.6273; (1,8,0,29)|RIGHT|0.4968"
149999,24,0,10,1,26,UP,-5.0,DOWN,-13.056108,-5.184155,2.923795,1.0,25,3.7965,-12.471349,"(0,10,1,26)|UP|0.7920; (1,10,0,27)|UP|0.6273; (1,9,0,28)|RIGHT|0.4968"
