episode,step,r,c,k,e,action,reward,nr,nc,nk,ne,done,q_before,max_next_q,td_target,td_error,q_after,alpha,gamma,epsilon
0,32,5,6,0,18,UP,-1.0,4,6,0,17,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,33,4,6,0,17,DOWN,-1.0,5,6,0,16,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,34,5,6,0,16,UP,-1.0,5,5,0,15,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,35,5,5,0,15,DOWN,-1.0,6,5,0,14,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,36,6,5,0,14,UP,-1.0,5,5,0,13,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,37,5,5,0,13,RIGHT,-1.0,5,6,0,12,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,38,5,6,0,12,DOWN,-1.0,6,6,0,11,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,39,6,6,0,11,UP,-1.0,5,6,0,10,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,40,5,6,0,10,UP,-1.0,4,6,0,9,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,41,4,6,0,9,UP,-1.0,3,6,0,8,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,42,3,6,0,8,LEFT,-1.0,3,5,0,7,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,43,3,5,0,7,RIGHT,-1.0,3,6,0,6,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,44,3,6,0,6,UP,-1.0,2,6,0,5,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,45,2,6,0,5,LEFT,-1.0,1,6,0,4,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,46,1,6,0,4,UP,-1.0,1,7,0,3,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,47,1,7,0,3,RIGHT,-1.0,1,8,0,2,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,48,1,8,0,2,UP,-1.0,0,8,0,1,0,0.0,0.0,-1.0,-1.0,-0.2,0.2,0.99,1.0
0,49,0,8,0,1,LEFT,-21.0,0,7,0,0,1,0.0,0.0,-21.0,-21.0,-4.2,0.2,0.99,1.0
75000,0,0,0,0,50,RIGHT,-1.0,0,1,0,49,0,5.165304,6.980426,5.910621,0.745317,5.314367,0.2,0.99,0.1538
75000,1,0,1,0,49,DOWN,-1.0,1,1,0,48,0,6.980426,7.745731,6.668274,-0.312152,6.917995,0.2,0.99,0.1538
75000,2,1,1,0,48,UP,-1.0,0,1,0,47,0,7.745731,8.849403,7.760909,0.015178,7.748767,0.2,0.99,0.1538
75000,3,0,1,0,47,DOWN,-1.0,1,1,0,46,0,8.849403,10.239069,9.136679,0.287276,8.906858,0.2,0.99,0.1538
75000,4,1,1,0,46,LEFT,-1.0,0,1,0,45,0,10.239069,11.485166,10.370315,0.131245,10.265318,0.2,0.99,0.1538
75000,5,0,1,0,45,LEFT,-5.0,0,1,0,44,0,11.485166,11.60516,6.489108,-4.996058,10.485955,0.2,0.99,0.1538
75000,6,0,1,0,44,RIGHT,-1.0,0,2,0,43,0,11.60516,14.772107,13.624386,2.019226,12.009005,0.2,0.99,0.1538
75000,7,0,2,0,43,RIGHT,-1.0,0,3,0,42,0,14.772107,16.791289,15.623376,0.851269,14.942361,0.2,0.99,0.1538
75000,8,0,3,0,42,DOWN,-1.0,1,3,0,41,0,16.791289,18.510976,17.325866,0.534577,16.898205,0.2,0.99,0.1538
75000,9,1,3,0,41,UP,-1.0,0,3,0,40,0,18.510976,19.402338,18.208314,-0.302662,18.450444,0.2,0.99,0.1538
75000,10,0,3,0,40,DOWN,-1.0,1,3,0,39,0,19.402338,22.338227,21.114845,1.712507,19.744839,0.2,0.99,0.1538
75000,11,1,3,0,39,RIGHT,-1.0,1,4,0,38,0,22.338227,25.428262,24.17398,1.835753,22.705378,0.2,0.99,0.1538
75000,12,1,4,0,38,RIGHT,-5.0,1,4,0,37,0,25.428262,24.519178,19.273986,-6.154276,24.197407,0.2,0.99,0.1538
75000,13,1,4,0,37,RIGHT,-5.0,1,4,0,36,0,24.519178,20.349448,15.145954,-9.373224,22.644533,0.2,0.99,0.1538
75000,14,1,4,0,36,RIGHT,-5.0,1,4,0,35,0,20.349448,20.415347,15.211193,-5.138255,19.321797,0.2,0.99,0.1538
75000,15,1,4,0,35,RIGHT,-5.0,1,4,0,34,0,20.415347,18.93392,13.744581,-6.670766,19.081194,0.2,0.99,0.1538
75000,16,1,4,0,34,RIGHT,-1.0,1,5,0,33,0,18.93392,22.837569,21.609193,2.675273,19.468975,0.2,0.99,0.1538
75000,17,1,5,0,33,RIGHT,-1.0,1,6,0,32,0,22.837569,23.028306,21.798022,-1.039547,22.62966,0.2,0.99,0.1538
75000,18,1,6,0,32,LEFT,-1.0,1,5,0,31,0,19.603123,19.746458,18.548994,-1.054129,19.392297,0.2,0.99,0.1538
75000,19,1,5,0,31,RIGHT,-1.0,1,6,0,30,0,19.746458,21.749418,20.531923,0.785465,19.903551,0.2,0.99,0.1538
75000,20,1,6,0,30,RIGHT,-1.0,0,6,0,29,0,21.749418,21.174371,19.962627,-1.786791,21.392059,0.2,0.99,0.1538
75000,21,0,6,0,29,RIGHT,-5.0,0,6,0,28,0,21.174371,19.397474,14.2035,-6.970871,19.780197,0.2,0.99,0.1538
75000,22,0,6,0,28,RIGHT,-1.0,0,7,0,27,0,19.397474,22.919722,21.690525,2.29305,19.856085,0.2,0.99,0.1538
75000,23,0,7,0,27,RIGHT,-1.0,0,8,0,26,0,22.919722,25.934181,24.674839,1.755117,23.270745,0.2,0.99,0.1538
75000,24,0,8,0,26,RIGHT,-1.0,0,9,0,25,0,25.934181,28.237337,26.954964,1.020783,26.138338,0.2,0.99,0.1538
75000,25,0,9,0,25,RIGHT,49.0,0,10,1,24,0,28.237337,-18.468983,30.715706,2.478369,28.733011,0.2,0.99,0.1538
75000,26,0,10,1,24,DOWN,-1.0,1,10,1,23,0,-18.468983,-18.42058,-19.236374,-0.767391,-18.622462,0.2,0.99,0.1538
75000,27,1,10,1,23,DOWN,-1.0,2,10,1,22,0,-18.42058,-15.057746,-15.907168,2.513412,-17.917898,0.2,0.99,0.1538
75000,28,2,10,1,22,DOWN,-1.0,3,10,1,21,0,-15.057746,-13.641766,-14.505349,0.552397,-14.947266,0.2,0.99,0.1538
75000,29,3,10,1,21,DOWN,-1.0,4,10,1,20,0,-13.641766,-12.071838,-12.951119,0.690647,-13.503637,0.2,0.99,0.1538
75000,30,4,10,1,20,DOWN,-1.0,5,10,1,19,0,-12.071838,-10.72851,-11.621225,0.450613,-11.981715,0.2,0.99,0.1538
75000,31,5,10,1,19,LEFT,-1.0,5,9,1,18,0,-10.72851,-9.090086,-9.999185,0.729325,-10.582645,0.2,0.99,0.1538
75000,32,5,9,1,18,DOWN,-1.0,6,9,1,17,0,-9.090086,-7.347359,-8.273886,0.8162,-8.926846,0.2,0.99,0.1538
75000,33,6,9,1,17,DOWN,-1.0,7,9,1,16,0,-7.347359,-6.089426,-7.028531,0.318828,-7.283594,0.2,0.99,0.1538
75000,34,7,9,1,16,LEFT,-5.0,7,9,1,15,0,-6.089426,-8.585508,-13.499653,-7.410227,-7.571471,0.2,0.99,0.1538
75000,35,7,9,1,15,LEFT,-1.0,7,8,1,14,0,-8.585508,-6.096213,-7.035251,1.550257,-8.275456,0.2,0.99,0.1538
75000,36,7,8,1,14,DOWN,-1.0,8,8,1,13,0,-6.096213,-3.464482,-4.429837,1.666376,-5.762938,0.2,0.99,0.1538
75000,37,8,8,1,13,DOWN,-1.0,9,8,1,12,0,-3.464482,-2.661863,-3.635244,-0.170762,-3.498634,0.2,0.99,0.1538
75000,38,9,8,1,12,DOWN,-1.0,10,8,1,11,0,-2.661863,-1.707341,-2.690268,-0.028405,-2.667544,0.2,0.99,0.1538
75000,39,10,8,1,11,DOWN,-1.0,11,8,1,10,0,-1.707341,-1.079121,-2.06833,-0.360988,-1.779539,0.2,0.99,0.1538
75000,40,11,8,1,10,UP,-1.0,10,8,1,9,0,-1.531329,-3.865631,-4.826975,-3.295646,-2.190458,0.2,0.99,0.1538
75000,41,10,8,1,9,DOWN,-1.0,11,8,1,8,0,-3.865631,-4.259277,-5.216684,-1.351053,-4.135842,0.2,0.99,0.1538
75000,42,11,8,1,8,RIGHT,-1.0,11,9,1,7,0,-4.259277,-6.089272,-7.02838,-2.769103,-4.813097,0.2,0.99,0.1538
75000,43,11,9,1,7,RIGHT,-10.0,11,10,1,6,0,-6.089272,-1.163756,-11.152118,-5.062846,-7.101842,0.2,0.99,0.1538
75000,44,11,10,1,6,RIGHT,-1.0,11,11,1,5,0,-1.163756,-4.204048,-5.162007,-3.998251,-1.963406,0.2,0.99,0.1538
75000,45,11,11,1,5,LEFT,-1.0,10,11,1,4,0,-4.204048,-17.73521,-18.557858,-14.35381,-7.07481,0.2,0.99,0.1538
75000,46,10,11,1,4,RIGHT,-1.0,10,12,1,3,0,-17.73521,-21.660787,-22.444179,-4.708969,-18.677004,0.2,0.99,0.1538
75000,47,10,12,1,3,DOWN,-1.0,11,12,1,2,0,-21.660787,-21.229909,-22.01761,-0.356823,-21.732152,0.2,0.99,0.1538
75000,48,11,12,1,2,DOWN,-1.0,12,12,1,1,0,-21.229909,-20.757886,-21.550308,-0.320398,-21.293989,0.2,0.99,0.1538
75000,49,12,12,1,1,DOWN,-21.0,13,12,1,0,1,-20.757886,0.0,-21.0,-0.242114,-20.806309,0.2,0.99,0.1538
149999,0,0,0,0,50,DOWN,-1.0,1,0,0,49,0,32.597166,33.923928,32.584689,-0.012477,32.59467,0.2,0.99,0.05
149999,1,1,0,0,49,RIGHT,-1.0,1,1,0,48,0,33.923928,35.277491,33.924716,0.000788,33.924086,0.2,0.99,0.05
149999,2,1,1,0,48,LEFT,-1.0,1,0,0,47,0,35.277491,36.476209,35.111447,-0.166044,35.244282,0.2,0.99,0.05
149999,3,1,0,0,47,LEFT,-5.0,1,0,0,46,0,31.902167,38.364933,32.981284,1.079116,32.11799,0.2,0.99,0.05
149999,4,1,0,0,46,RIGHT,-1.0,1,1,0,45,0,38.364933,40.446023,39.041563,0.67663,38.500259,0.2,0.99,0.05
149999,5,1,1,0,45,UP,-1.0,0,1,0,44,0,40.446023,42.298538,40.875553,0.42953,40.531929,0.2,0.99,0.05
149999,6,0,1,0,44,RIGHT,-1.0,0,2,0,43,0,42.298538,43.900491,42.461486,0.162948,42.331128,0.2,0.99,0.05
149999,7,0,2,0,43,RIGHT,-1.0,0,3,0,42,0,43.900491,45.758061,44.300481,0.39999,43.980489,0.2,0.99,0.05
149999,8,0,3,0,42,UP,-5.0,0,3,0,41,0,40.722243,43.231194,37.798882,-2.923361,40.137571,0.2,0.99,0.05
149999,9,0,3,0,41,DOWN,-1.0,1,3,0,40,0,43.231194,47.976466,46.496701,3.265507,43.884295,0.2,0.99,0.05
149999,10,1,3,0,40,RIGHT,-1.0,1,4,0,39,0,47.976466,50.836107,49.327746,1.35128,48.246722,0.2,0.99,0.05
149999,11,1,4,0,39,RIGHT,-1.0,1,5,0,38,0,50.836107,54.51481,52.969662,2.133555,51.262818,0.2,0.99,0.05
149999,12,1,5,0,38,UP,-1.0,0,5,0,37,0,54.51481,57.15845,55.586865,1.072056,54.729221,0.2,0.99,0.05
149999,13,0,5,0,37,RIGHT,-5.0,0,5,0,36,0,57.15845,59.201712,53.609695,-3.548755,56.448699,0.2,0.99,0.05
149999,14,0,5,0,36,RIGHT,-5.0,0,5,0,35,0,59.201712,60.271651,54.668934,-4.532778,58.295156,0.2,0.99,0.05
149999,15,0,5,0,35,RIGHT,-1.0,1,5,0,34,0,60.271651,58.451029,56.866519,-3.405132,59.590625,0.2,0.99,0.05
149999,16,1,5,0,34,RIGHT,-1.0,1,6,0,33,0,58.451029,59.754149,58.156608,-0.294421,58.392145,0.2,0.99,0.05
149999,17,1,6,0,33,RIGHT,-1.0,2,6,0,32,0,59.754149,46.185771,44.723913,-15.030236,56.748102,0.2,0.99,0.05
149999,18,2,6,0,32,RIGHT,-1.0,1,6,0,31,0,46.185771,48.096545,46.61558,0.429809,46.271733,0.2,0.99,0.05
149999,19,1,6,0,31,UP,-1.0,0,6,0,30,0,48.096545,44.327563,42.884287,-5.212258,47.054094,0.2,0.99,0.05
149999,20,0,6,0,30,RIGHT,-1.0,0,7,0,29,0,44.327563,52.360844,50.837236,6.509673,45.629497,0.2,0.99,0.05
149999,21,0,7,0,29,RIGHT,-1.0,0,8,0,28,0,52.360844,61.687475,60.070601,7.709757,53.902795,0.2,0.99,0.05
149999,22,0,8,0,28,RIGHT,-1.0,0,9,0,27,0,61.687475,66.503502,64.838467,3.150991,62.317674,0.2,0.99,0.05
149999,23,0,9,0,27,RIGHT,49.0,0,10,1,26,0,66.503502,20.075947,68.875188,2.371686,66.977839,0.2,0.99,0.05
149999,24,0,10,1,26,RIGHT,-1.0,0,11,1,25,0,20.075947,24.646205,23.399743,3.323795,20.740706,0.2,0.99,0.05
149999,25,0,11,1,25,DOWN,-1.0,1,11,1,24,0,24.646205,30.163962,28.862322,4.216117,25.489428,0.2,0.99,0.05
149999,26,1,11,1,24,DOWN,-1.0,2,11,1,23,0,30.163962,35.341099,33.987688,3.823726,30.928707,0.2,0.99,0.05
149999,27,2,11,1,23,RIGHT,-1.0,2,12,1,22,0,35.341099,34.367028,33.023358,-2.317742,34.877551,0.2,0.99,0.05
149999,28,2,12,1,22,DOWN,-1.0,3,12,1,21,0,34.367028,39.169855,37.778156,3.411128,35.049254,0.2,0.99,0.05
149999,29,3,12,1,21,DOWN,-1.0,4,12,1,20,0,39.169855,40.957742,39.548165,0.37831,39.245517,0.2,0.99,0.05
149999,30,4,12,1,20,DOWN,-1.0,4,13,1,19,0,40.957742,42.042076,40.621655,-0.336087,40.890525,0.2,0.99,0.05
149999,31,4,13,1,19,DOWN,-1.0,4,12,1,18,0,42.042076,32.869132,31.540441,-10.501635,39.941749,0.2,0.99,0.05
149999,32,4,12,1,18,RIGHT,-1.0,4,13,1,17,0,32.869132,35.615571,34.259415,1.390283,33.147189,0.2,0.99,0.05
149999,33,4,13,1,17,DOWN,-1.0,5,13,1,16,0,35.615571,41.477008,40.062238,4.446667,36.504904,0.2,0.99,0.05
149999,34,5,13,1,16,DOWN,-1.0,6,13,1,15,0,41.477008,47.248362,45.775878,4.29887,42.336782,0.2,0.99,0.05
149999,35,6,13,1,15,DOWN,-1.0,7,13,1,14,0,47.248362,49.315418,47.822263,0.573902,47.363142,0.2,0.99,0.05
149999,36,7,13,1,14,DOWN,-1.0,8,13,1,13,0,49.315418,50.033101,48.53277,-0.782648,49.158888,0.2,0.99,0.05
149999,37,8,13,1,13,LEFT,-5.0,8,13,1,12,0,50.033101,53.015938,47.485779,-2.547322,49.523636,0.2,0.99,0.05
149999,38,8,13,1,12,DOWN,-1.0,9,13,1,11,0,53.015938,64.351057,62.707546,9.691608,54.95426,0.2,0.99,0.05
149999,39,9,13,1,11,DOWN,-1.0,10,13,1,10,0,64.351057,74.088697,72.34781,7.996753,65.950408,0.2,0.99,0.05
149999,40,10,13,1,10,DOWN,-1.0,11,13,1,9,0,74.088697,79.42852,77.634235,3.545538,74.797805,0.2,0.99,0.05
149999,41,11,13,1,9,DOWN,-1.0,12,13,1,8,0,79.42852,87.469866,85.595167,6.166647,80.66185,0.2,0.99,0.05
149999,42,12,13,1,8,RIGHT,-1.0,11,13,1,7,0,87.469866,76.321457,74.558243,-12.911623,84.887541,0.2,0.99,0.05
149999,43,11,13,1,7,DOWN,-1.0,12,13,1,6,0,76.321457,82.108779,80.287691,3.966234,77.114704,0.2,0.99,0.05
149999,44,12,13,1,6,RIGHT,-1.0,12,14,1,5,0,82.108779,91.32914,89.415849,7.30707,83.570193,0.2,0.99,0.05
149999,45,12,14,1,5,DOWN,-1.0,13,14,1,4,0,91.32914,96.064351,94.103708,2.774567,91.884054,0.2,0.99,0.05
149999,46,13,14,1,4,DOWN,99.0,14,14,1,3,1,96.064351,0.0,99.0,2.935649,96.651481,0.2,0.99,0.05
